Gene	Hit	RecipricalMatch
CCD	XP_010241258.1	False
KinG1	XP_010241557.1	False
DnaJ	XP_010246710.1	False
EPP1	XP_010247416.1	False
pp2a	XP_010248840.1	False
GRAS	XP_010249387.1	False
CCD8	XP_010249576.1	True
LIN	XP_010249650.1	False
EXO70	XP_010249882.1	False
SymRK	XP_010250885.1	False
NUP133	XP_010252707.1	True
NSP2	XP_010252869.1	False
MCA8	XP_010253395.1	True
CYTB561	XP_010255441.1	False
DMI1	XP_010256271.1	True
SYN	XP_010256455.1	False
RAM2	XP_010256617.1	False
ABCB20	XP_010256924.1	False
VAPYRIN	XP_010257067.1	False
STR2	XP_010259980.1	False
DHY	XP_010261195.1	False
NENA	XP_010261509.1	True
CCD7	XP_010264426.2	True
RAD1	XP_010264458.1	False
KinF	XP_010266065.1	False
RFCb	XP_010266717.1	False
TAU	XP_010267146.1	False
ABCB12	XP_010267196.2	False
SEC	XP_010269202.1	False
HYP4	XP_010270851.1	False
HEP	XP_010272580.1	False
NFP	XP_010274212.1	False
D27	XP_010274248.1	True
PT4	XP_010274778.1	False
NUP85	XP_010275714.1	True
RAM1	XP_010278894.1	False
KinG2	XP_010278918.1	True
CCaMK	XP_019052661.1	True
